Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Value,LowCI,HighCI,Quartile Range,Usage_Category
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3.2,37,"Sep 1 - Sep 13, 2021",11.9,10.9,12.9,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3.2,37,"Sep 1 - Sep 13, 2021",8.8,7.8,9.9,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3.2,37,"Sep 1 - Sep 13, 2021",6.3,5.7,7.0,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3.2,37,"Sep 1 - Sep 13, 2021",5.3,4.1,6.6,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3.2,37,"Sep 1 - Sep 13, 2021",3.2,1.6,5.5,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3.2,37,"Sep 1 - Sep 13, 2021",8.0,7.3,8.7,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3.2,37,"Sep 1 - Sep 13, 2021",12.5,12.0,13.1,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Cis-gender male,3.2,37,"Sep 1 - Sep 13, 2021",7.7,7.1,8.4,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Cis-gender female,3.2,37,"Sep 1 - Sep 13, 2021",12.3,11.7,12.8,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Transgender,3.2,37,"Sep 1 - Sep 13, 2021",33.4,22.1,46.3,9.8-11.2,High
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Gay or lesbian,3.2,37,"Sep 1 - Sep 13, 2021",21.3,17.8,25.2,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Straight,3.2,37,"Sep 1 - Sep 13, 2021",8.9,8.5,9.3,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Bisexual,3.2,37,"Sep 1 - Sep 13, 2021",26.6,22.4,31.2,9.8-11.2,High
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,37,"Sep 1 - Sep 13, 2021",6.1,5.7,6.5,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,37,"Sep 1 - Sep 13, 2021",19.4,18.2,20.6,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,37,"Sep 1 - Sep 13, 2021",8.9,7.7,10.3,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,37,"Sep 1 - Sep 13, 2021",11.1,10.6,11.5,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,37,"Sep 1 - Sep 13, 2021",9.5,8.0,11.2,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,37,"Sep 1 - Sep 13, 2021",4.5,3.4,5.7,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,37,"Sep 1 - Sep 13, 2021",14.1,11.4,17.2,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.2,37,"Sep 1 - Sep 13, 2021",8.1,5.4,11.4,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3.2,37,"Sep 1 - Sep 13, 2021",7.6,6.7,8.6,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.2,37,"Sep 1 - Sep 13, 2021",11.0,10.1,11.9,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.2,37,"Sep 1 - Sep 13, 2021",12.7,12.1,13.2,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,37,"Sep 1 - Sep 13, 2021",19.5,17.8,21.3,9.8-11.2,Medium
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,37,"Sep 1 - Sep 13, 2021",8.8,8.5,9.2,9.8-11.2,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,3.2,37,"Sep 1 - Sep 13, 2021",6.2,4.3,8.7,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,37,"Sep 1 - Sep 13, 2021",11.3,8.6,14.5,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,3.2,37,"Sep 1 - Sep 13, 2021",8.5,6.9,10.4,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,3.2,37,"Sep 1 - Sep 13, 2021",9.8,6.5,14.0,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,3.2,37,"Sep 1 - Sep 13, 2021",10.2,8.8,11.7,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,3.2,37,"Sep 1 - Sep 13, 2021",14.6,11.7,17.8,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,3.2,37,"Sep 1 - Sep 13, 2021",13.8,11.3,16.7,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,37,"Sep 1 - Sep 13, 2021",11.2,7.9,15.2,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.2,37,"Sep 1 - Sep 13, 2021",20.1,14.4,26.8,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,3.2,37,"Sep 1 - Sep 13, 2021",8.0,6.5,9.7,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,3.2,37,"Sep 1 - Sep 13, 2021",8.0,6.2,10.1,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,3.2,37,"Sep 1 - Sep 13, 2021",8.1,5.9,10.9,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,3.2,37,"Sep 1 - Sep 13, 2021",10.5,7.2,14.6,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,3.2,37,"Sep 1 - Sep 13, 2021",10.8,8.4,13.7,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,3.2,37,"Sep 1 - Sep 13, 2021",9.6,7.0,12.7,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,3.2,37,"Sep 1 - Sep 13, 2021",10.9,8.3,13.9,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,3.2,37,"Sep 1 - Sep 13, 2021",11.9,8.7,15.8,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,3.2,37,"Sep 1 - Sep 13, 2021",12.3,9.1,16.1,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,3.2,37,"Sep 1 - Sep 13, 2021",6.8,4.3,10.2,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,3.2,37,"Sep 1 - Sep 13, 2021",10.6,7.2,14.9,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,3.2,37,"Sep 1 - Sep 13, 2021",10.7,8.5,13.2,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.2,37,"Sep 1 - Sep 13, 2021",16.1,13.3,19.2,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3.2,37,"Sep 1 - Sep 13, 2021",10.0,7.9,12.4,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3.2,37,"Sep 1 - Sep 13, 2021",9.2,6.9,11.8,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,3.2,37,"Sep 1 - Sep 13, 2021",8.1,4.8,12.4,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,3.2,37,"Sep 1 - Sep 13, 2021",9.4,6.7,12.8,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,3.2,37,"Sep 1 - Sep 13, 2021",10.7,6.9,15.8,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,3.2,37,"Sep 1 - Sep 13, 2021",9.2,6.6,12.3,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,3.2,37,"Sep 1 - Sep 13, 2021",7.4,5.3,10.1,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,3.2,37,"Sep 1 - Sep 13, 2021",12.5,8.4,17.6,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,3.2,37,"Sep 1 - Sep 13, 2021",8.8,6.9,11.0,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,3.2,37,"Sep 1 - Sep 13, 2021",10.6,7.8,13.9,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,3.2,37,"Sep 1 - Sep 13, 2021",11.4,8.9,14.4,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,3.2,37,"Sep 1 - Sep 13, 2021",10.4,7.8,13.4,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,3.2,37,"Sep 1 - Sep 13, 2021",10.9,5.9,17.9,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,3.2,37,"Sep 1 - Sep 13, 2021",12.3,8.5,16.9,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,3.2,37,"Sep 1 - Sep 13, 2021",7.3,5.1,9.9,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,3.2,37,"Sep 1 - Sep 13, 2021",13.1,11.1,15.5,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3.2,37,"Sep 1 - Sep 13, 2021",11.5,8.8,14.8,10.6-11.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,37,"Sep 1 - Sep 13, 2021",14.3,10.2,19.3,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,37,"Sep 1 - Sep 13, 2021",10.4,8.1,13.1,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,3.2,37,"Sep 1 - Sep 13, 2021",5.4,3.0,8.9,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,3.2,37,"Sep 1 - Sep 13, 2021",10.5,7.6,14.1,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,3.2,37,"Sep 1 - Sep 13, 2021",10.2,8.5,12.0,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,3.2,37,"Sep 1 - Sep 13, 2021",9.3,7.4,11.6,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,3.2,37,"Sep 1 - Sep 13, 2021",11.8,7.9,16.9,10.6-11.8,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,3.2,37,"Sep 1 - Sep 13, 2021",11.9,9.5,14.6,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,3.2,37,"Sep 1 - Sep 13, 2021",12.5,10.2,15.1,11.9-20.1,Medium
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,3.2,37,"Sep 1 - Sep 13, 2021",5.8,3.5,8.9,5.4-8.8,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,3.2,37,"Sep 1 - Sep 13, 2021",9.8,7.7,12.2,8.9-10.5,Low
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,3.2,37,"Sep 1 - Sep 13, 2021",5.5,3.4,8.3,5.4-8.8,Low
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3.2,37,"Sep 1 - Sep 13, 2021",25.7,25.1,26.3,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3.2,37,"Sep 1 - Sep 13, 2021",28.1,26.3,30.0,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3.2,37,"Sep 1 - Sep 13, 2021",27.7,26.1,29.3,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3.2,37,"Sep 1 - Sep 13, 2021",26.7,25.1,28.2,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3.2,37,"Sep 1 - Sep 13, 2021",25.9,24.4,27.4,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3.2,37,"Sep 1 - Sep 13, 2021",23.9,22.5,25.3,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3.2,37,"Sep 1 - Sep 13, 2021",22.1,20.4,23.9,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3.2,37,"Sep 1 - Sep 13, 2021",19.1,15.4,23.3,9.8-11.2,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3.2,37,"Sep 1 - Sep 13, 2021",18.6,17.8,19.4,9.8-11.2,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3.2,37,"Sep 1 - Sep 13, 2021",32.2,31.5,33.0,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Cis-gender male,3.2,37,"Sep 1 - Sep 13, 2021",18.3,17.5,19.2,9.8-11.2,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Cis-gender female,3.2,37,"Sep 1 - Sep 13, 2021",32.0,31.2,32.9,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,United States,Transgender,3.2,37,"Sep 1 - Sep 13, 2021",45.7,32.3,59.6,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Gay or lesbian,3.2,37,"Sep 1 - Sep 13, 2021",41.1,36.7,45.6,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Straight,3.2,37,"Sep 1 - Sep 13, 2021",24.0,23.4,24.6,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,United States,Bisexual,3.2,37,"Sep 1 - Sep 13, 2021",43.9,39.1,48.8,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,37,"Sep 1 - Sep 13, 2021",17.7,17.1,18.4,9.8-11.2,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,37,"Sep 1 - Sep 13, 2021",42.5,40.9,44.0,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,37,"Sep 1 - Sep 13, 2021",19.5,18.1,21.0,9.8-11.2,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,37,"Sep 1 - Sep 13, 2021",28.9,28.2,29.7,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,37,"Sep 1 - Sep 13, 2021",20.4,18.3,22.5,9.8-11.2,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,37,"Sep 1 - Sep 13, 2021",11.4,9.5,13.4,9.8-11.2,Low
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,37,"Sep 1 - Sep 13, 2021",30.8,27.0,34.8,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.2,37,"Sep 1 - Sep 13, 2021",20.7,17.2,24.7,9.8-11.2,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3.2,37,"Sep 1 - Sep 13, 2021",23.2,21.8,24.7,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.2,37,"Sep 1 - Sep 13, 2021",27.5,26.3,28.7,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.2,37,"Sep 1 - Sep 13, 2021",27.3,26.4,28.1,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,37,"Sep 1 - Sep 13, 2021",48.1,45.8,50.3,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,37,"Sep 1 - Sep 13, 2021",22.2,21.6,22.8,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,3.2,37,"Sep 1 - Sep 13, 2021",27.7,24.1,31.6,27.4-29.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,37,"Sep 1 - Sep 13, 2021",22.9,19.4,26.6,16.7-24.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,3.2,37,"Sep 1 - Sep 13, 2021",21.6,19.2,24.2,16.7-24.5,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,3.2,37,"Sep 1 - Sep 13, 2021",30.9,25.8,36.3,29.5-33.8,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,3.2,37,"Sep 1 - Sep 13, 2021",21.2,19.4,23.2,16.7-24.5,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,3.2,37,"Sep 1 - Sep 13, 2021",28.6,25.6,31.7,27.4-29.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,3.2,37,"Sep 1 - Sep 13, 2021",28.8,24.8,33.1,27.4-29.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,37,"Sep 1 - Sep 13, 2021",24.7,19.9,29.9,24.6-27.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.2,37,"Sep 1 - Sep 13, 2021",29.0,21.7,37.3,27.4-29.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,3.2,37,"Sep 1 - Sep 13, 2021",24.0,21.0,27.2,16.7-24.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,3.2,37,"Sep 1 - Sep 13, 2021",22.7,19.8,25.7,16.7-24.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,3.2,37,"Sep 1 - Sep 13, 2021",16.7,13.7,19.9,16.7-24.5,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,3.2,37,"Sep 1 - Sep 13, 2021",27.1,22.7,31.9,24.6-27.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,3.2,37,"Sep 1 - Sep 13, 2021",24.5,20.3,29.1,16.7-24.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,3.2,37,"Sep 1 - Sep 13, 2021",28.6,24.5,33.0,27.4-29.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,3.2,37,"Sep 1 - Sep 13, 2021",29.4,25.1,34.0,27.4-29.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,3.2,37,"Sep 1 - Sep 13, 2021",33.6,29.4,38.1,29.5-33.8,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,3.2,37,"Sep 1 - Sep 13, 2021",29.8,25.4,34.5,29.5-33.8,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,3.2,37,"Sep 1 - Sep 13, 2021",29.5,23.5,36.0,29.5-33.8,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,3.2,37,"Sep 1 - Sep 13, 2021",29.7,24.5,35.2,29.5-33.8,High
